Mês/Ano,Razão Social,CNPJ,Região,Estado,Município,Capacidade Produção Biodiesel (m³/d)
10/2020,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,190
10/2020,UNIBRAS INDÚSTRIA E COMÉRCIO DE BIOCOMBUSTÍVEL LTDA .,33931174000127,NORDESTE,Piauí,FLORIANO,250
10/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,1550
10/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,933
10/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,800
10/2020,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,367
10/2020,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,700
10/2020,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,200
10/2020,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,100
10/2020,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,497
10/2020,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,1150
10/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,1300
10/2020,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,500
10/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,1200
10/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,450
10/2020,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,850
10/2020,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,650
09/2020,CARAMURU ALIMENTOS  S/A,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,625
09/2020,CARAMURU ALIMENTOS  S/A,00080671002153,CENTRO OESTE,Goiás,IPAMERI,625
09/2020,CARAMURU ALIMENTOS  S/A,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,285
09/2020,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1352
09/2020,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,510
09/2020,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,563
09/2020,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,560
09/2020,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,300
09/2020,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,300
09/2020,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,50
09/2020,BINATURAL ENERGIAS RENOVAVEIS S.A,07113559000177,CENTRO OESTE,Goiás,FORMOSA,450
09/2020,BE8 S.A.,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,1150
09/2020,BE8 S.A.,07322382000461,SUL,Paraná,MARIALVA,1150
09/2020,JATAI AGROINDUSTRIA DE BIO-COMBUSTIVEL LTDA - EPP,07445656000167,CENTRO OESTE,Goiás,JATAI,50
09/2020,TAUA BIODIESEL LTDA,08079290000112,CENTRO OESTE,Mato Grosso,NOVA MUTUM,100
09/2020,IPÊ BIOCOMBUSTÍVEL LTDA.,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,100
09/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,150
09/2020,"BIO BRAZILIAN ITALIAN OIL INDUSTRIA, COMERCIO E EXPORTACAO DE BIOCOMBUSTIVEIS LTDA.",08429269000108,CENTRO OESTE,Mato Grosso,BARRA DO GARCAS,98
09/2020,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,166
09/2020,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,288
09/2020,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,150
09/2020,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,90
09/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,200
09/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,845
09/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,463
09/2020,ALIANCA BIOCOMBUSTÍVEL LTDA.,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,10
09/2020,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,600
09/2020,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,1000
09/2020,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,1127
09/2020,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,800
09/2020,SSIL SOCIEDADE SALES INDUSTRIAL LTDA - EPP,24748311000100,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,50
09/2020,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1030
09/2020,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,190
09/2020,UNIBRAS INDÚSTRIA E COMÉRCIO DE BIOCOMBUSTÍVEL LTDA .,33931174000127,NORDESTE,Piauí,FLORIANO,250
09/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,1550
09/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,933
09/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,800
09/2020,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,367
09/2020,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,700
09/2020,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,200
09/2020,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,100
09/2020,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,497
09/2020,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,1150
09/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,1300
09/2020,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,500
09/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,1200
09/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,450
09/2020,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,850
09/2020,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,650
08/2020,CARAMURU ALIMENTOS  S/A,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,625
08/2020,CARAMURU ALIMENTOS  S/A,00080671002153,CENTRO OESTE,Goiás,IPAMERI,625
08/2020,CARAMURU ALIMENTOS  S/A,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,285
08/2020,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1352
08/2020,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,510
08/2020,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,563
08/2020,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,560
08/2020,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,300
08/2020,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,300
08/2020,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,50
08/2020,BINATURAL ENERGIAS RENOVAVEIS S.A,07113559000177,CENTRO OESTE,Goiás,FORMOSA,450
08/2020,BE8 S.A.,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,1150
08/2020,BE8 S.A.,07322382000461,SUL,Paraná,MARIALVA,1150
08/2020,JATAI AGROINDUSTRIA DE BIO-COMBUSTIVEL LTDA - EPP,07445656000167,CENTRO OESTE,Goiás,JATAI,50
08/2020,TAUA BIODIESEL LTDA,08079290000112,CENTRO OESTE,Mato Grosso,NOVA MUTUM,100
08/2020,IPÊ BIOCOMBUSTÍVEL LTDA.,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,100
08/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,150
08/2020,"BIO BRAZILIAN ITALIAN OIL INDUSTRIA, COMERCIO E EXPORTACAO DE BIOCOMBUSTIVEIS LTDA.",08429269000108,CENTRO OESTE,Mato Grosso,BARRA DO GARCAS,98
08/2020,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,166
08/2020,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,288
08/2020,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,150
08/2020,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,90
08/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,200
08/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,845
08/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,463
08/2020,ALIANCA BIOCOMBUSTÍVEL LTDA.,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,10
08/2020,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,600
08/2020,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,1000
08/2020,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,1127
08/2020,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,800
08/2020,SSIL SOCIEDADE SALES INDUSTRIAL LTDA - EPP,24748311000100,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,50
08/2020,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1030
08/2020,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,190
08/2020,UNIBRAS INDÚSTRIA E COMÉRCIO DE BIOCOMBUSTÍVEL LTDA .,33931174000127,NORDESTE,Piauí,FLORIANO,250
08/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,1550
08/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,933
08/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,800
08/2020,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,367
08/2020,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,700
08/2020,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,200
08/2020,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,100
08/2020,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,497
08/2020,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,1150
08/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,1300
08/2020,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,500
08/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,1200
08/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,450
08/2020,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,850
08/2020,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,650
07/2020,CARAMURU ALIMENTOS  S/A,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,625
07/2020,CARAMURU ALIMENTOS  S/A,00080671002153,CENTRO OESTE,Goiás,IPAMERI,625
07/2020,CARAMURU ALIMENTOS  S/A,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,285
07/2020,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1352
07/2020,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,510
07/2020,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,563
07/2020,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,560
07/2020,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,300
07/2020,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,300
07/2020,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,50
07/2020,BINATURAL ENERGIAS RENOVAVEIS S.A,07113559000177,CENTRO OESTE,Goiás,FORMOSA,450
07/2020,BIO PETRO PRODUCAO E COMERCIALIZACAO DE BIOCOMBUSTIVEIS LTDA,07156116000163,SUDESTE,São Paulo,ARARAQUARA,194
07/2020,BE8 S.A.,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,1150
07/2020,BE8 S.A.,07322382000461,SUL,Paraná,MARIALVA,1150
07/2020,JATAI AGROINDUSTRIA DE BIO-COMBUSTIVEL LTDA - EPP,07445656000167,CENTRO OESTE,Goiás,JATAI,50
07/2020,COMPANHIA PRODUTORA DE BIODIESEL DO TOCANTINS,07913930000185,NORTE,Tocantins,PARAISO DO TOCANTINS,81
07/2020,TAUA BIODIESEL LTDA,08079290000112,CENTRO OESTE,Mato Grosso,NOVA MUTUM,100
07/2020,IPÊ BIOCOMBUSTÍVEL LTDA.,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,100
07/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,150
07/2020,"BIO BRAZILIAN ITALIAN OIL INDUSTRIA, COMERCIO E EXPORTACAO DE BIOCOMBUSTIVEIS LTDA.",08429269000108,CENTRO OESTE,Mato Grosso,BARRA DO GARCAS,98
07/2020,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,166
07/2020,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,288
07/2020,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,150
07/2020,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,90
07/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,200
07/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,845
07/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,463
07/2020,ALIANCA BIOCOMBUSTÍVEL LTDA.,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,10
07/2020,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,600
07/2020,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,1000
07/2020,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,1127
07/2020,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,800
07/2020,SSIL SOCIEDADE SALES INDUSTRIAL LTDA - EPP,24748311000100,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,50
07/2020,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1030
07/2020,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,190
07/2020,UNIBRAS INDÚSTRIA E COMÉRCIO DE BIOCOMBUSTÍVEL LTDA .,33931174000127,NORDESTE,Piauí,FLORIANO,250
07/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,1550
07/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,933
07/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,800
07/2020,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,367
07/2020,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,700
07/2020,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,200
07/2020,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,100
07/2020,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,497
07/2020,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,1150
07/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,1300
07/2020,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,500
07/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,1200
07/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,450
07/2020,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,850
07/2020,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,650
06/2020,CARAMURU ALIMENTOS  S/A,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,625
06/2020,CARAMURU ALIMENTOS  S/A,00080671002153,CENTRO OESTE,Goiás,IPAMERI,625
06/2020,CARAMURU ALIMENTOS  S/A,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,285
06/2020,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1352
06/2020,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,510
06/2020,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,563
06/2020,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,560
06/2020,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,300
06/2020,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,300
06/2020,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,50
06/2020,BINATURAL ENERGIAS RENOVAVEIS S.A,07113559000177,CENTRO OESTE,Goiás,FORMOSA,450
06/2020,BIO PETRO PRODUCAO E COMERCIALIZACAO DE BIOCOMBUSTIVEIS LTDA,07156116000163,SUDESTE,São Paulo,ARARAQUARA,194
06/2020,BE8 S.A.,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,1150
06/2020,BE8 S.A.,07322382000461,SUL,Paraná,MARIALVA,1150
06/2020,JATAI AGROINDUSTRIA DE BIO-COMBUSTIVEL LTDA - EPP,07445656000167,CENTRO OESTE,Goiás,JATAI,50
06/2020,COMPANHIA PRODUTORA DE BIODIESEL DO TOCANTINS,07913930000185,NORTE,Tocantins,PARAISO DO TOCANTINS,81
06/2020,TAUA BIODIESEL LTDA,08079290000112,CENTRO OESTE,Mato Grosso,NOVA MUTUM,100
06/2020,IPÊ BIOCOMBUSTÍVEL LTDA.,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,100
06/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,150
06/2020,"BIO BRAZILIAN ITALIAN OIL INDUSTRIA, COMERCIO E EXPORTACAO DE BIOCOMBUSTIVEIS LTDA.",08429269000108,CENTRO OESTE,Mato Grosso,BARRA DO GARCAS,98
06/2020,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,166
06/2020,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,288
06/2020,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,150
06/2020,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,90
06/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,200
06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,845
06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,463
06/2020,ALIANCA BIOCOMBUSTÍVEL LTDA.,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,10
06/2020,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,600
06/2020,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,1000
06/2020,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,1127
06/2020,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,800
06/2020,SSIL SOCIEDADE SALES INDUSTRIAL LTDA - EPP,24748311000100,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,50
06/2020,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,1030
06/2020,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,190
06/2020,UNIBRAS INDÚSTRIA E COMÉRCIO DE BIOCOMBUSTÍVEL LTDA .,33931174000127,NORDESTE,Piauí,FLORIANO,250
06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,1550
06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,933
06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,800
06/2020,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,367
06/2020,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,700
06/2020,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,200
06/2020,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,100
06/2020,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,497
06/2020,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,1150
06/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,1300
06/2020,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,500
06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,1200
06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,450
06/2020,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,850
06/2020,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,650
